image_names,compactness,avg_red_channel,avg_green_channel,avg_blue_channel,multicolor_rate,asymmetry,average_hue,average_saturation,average_value
PAT_1151_551_241,9.142837052093126,0.5259905,0.45404616,0.474527,22.48145966730404,0.19068483297799463,0.7793701,0.15081309,0.5316592
PAT_1153_555_98,8.829312391675538,0.5380911,0.36591956,0.41113374,80.5419570168168,0.11718750319193887,0.8441856,0.3283749,0.53812575
PAT_1158_570_376,8.957605376575422,0.6721567,0.48595658,0.46105623,47.4410345702641,0.2752393137534528,0.17109886,0.31928474,0.6721567
PAT_115_1138_870,9.007974496862513,0.6171098,0.38136652,0.3110141,127.56418471861349,0.17732814037639752,0.038196065,0.5070537,0.6171098
PAT_115_1138_970,8.111525818107687,0.67933,0.40312186,0.34907502,134.30781522601893,0.12180874604672597,0.14313285,0.50693274,0.6793997
PAT_115_175_206,10.527160803247025,0.8035505,0.2555075,0.22814548,172.3667900493848,0.11068805112897352,0.28387722,0.74432415,0.8035682
PAT_115_175_283,10.833045622673174,0.80468595,0.2533611,0.22652934,163.58497702264273,0.207044389597137,0.2856772,0.74634904,0.8047002
PAT_115_176_455,12.236980543613543,0.7819927,0.41204974,0.37558118,133.88787002975795,0.5043479944134529,0.28604466,0.54341,0.7819931
PAT_115_177_575,12.018351791933911,0.9623737,0.60404384,0.509895,172.70491001059958,0.23433660299488746,0.06726098,0.47742447,0.9624933
PAT_115_177_622,11.256642284897787,0.96391606,0.60186607,0.5073002,167.4333386103879,0.4609500266987209,0.06468227,0.4804765,0.9640247
PAT_1161_578_233,14.60696328040443,0.4501654,0.32365555,0.24678,55.40100134193311,0.3080388407000541,0.06300706,0.4728853,0.4501654
PAT_1170_609_378,24.59773195152536,0.5354613,0.30640197,0.2094372,52.824509466540924,,0.059998732,0.6132757,0.5354613
PAT_1171_615_468,55.56507174808939,0.6851425,0.3977488,0.29987833,109.1744973626432,1.6845190487835238,0.04255506,0.5753912,0.6851425
PAT_1172_622_420,9.535688890251516,0.79612076,0.51175076,0.37179473,64.84463543320855,0.47739302164271075,0.055091947,0.5355619,0.79612076
PAT_1174_628_915,9.104138185849031,0.5456841,0.46261087,0.47586125,19.617289738965752,0.4072517314620064,0.70901877,0.15652218,0.5456841
PAT_1176_631_36,8.45781710782764,0.6488787,0.486364,0.4811733,22.13679590700659,,0.0937985,0.25939485,0.6488787
PAT_1179_641_735,10.013577032790648,0.62619156,0.5932079,0.5131695,96.33606580451259,0.292093852692642,0.12345574,0.18711998,0.62666345
PAT_1180_650_843,10.018437497804626,0.5921097,0.41776323,0.40149423,70.82050317557861,0.4866661117723216,0.21617205,0.33112457,0.5921097
PAT_1180_651_559,11.448697607770107,0.574812,0.43766385,0.37556386,51.02658714314784,0.11994782859153186,0.0531177,0.35482696,0.5748316
PAT_1181_659_231,13.50233529744914,0.72006077,0.61617506,0.6221396,115.27826496846558,1.0351023810983948,0.5713039,0.15686959,0.7201396
PAT_1184_676_303,9.339035021081646,0.69723207,0.57002026,0.5473653,40.45553404137728,0.19299261478375518,0.025152475,0.2166818,0.69723207
PAT_1184_676_904,21.794706628292754,0.7404613,0.5841058,0.5620294,84.5612781796785,1.575799902980478,0.02030939,0.2446242,0.7404613
PAT_1184_678_86,8.495418191843557,0.6190455,0.50832635,0.48030925,81.77028392985142,0.08314736941520372,0.0712883,0.23097447,0.6190465
PAT_1185_679_115,9.859676780274555,0.46306014,0.35236153,0.31250092,46.814659714228,0.12741229259632456,0.04412292,0.32649288,0.46306014
PAT_1186_680_578,9.223923061215022,0.34409493,0.23631598,0.18074092,54.54051035342535,0.21193306176228707,0.058414485,0.48594874,0.34409493
PAT_1186_681_457,9.642168234003057,0.63452315,0.46277815,0.30666047,29.591645990559197,0.20977736026065227,0.07900749,0.5206426,0.63452315
PAT_118_180_386,11.308049628997594,0.36629155,0.23910137,0.23413044,122.25599406458936,0.3923327284939326,0.2922396,0.39077747,0.36630154
PAT_118_180_500,8.646612534336295,0.41155946,0.27198777,0.26691818,123.7670668618653,0.20228588648298965,0.25272816,0.3752068,0.4115659
PAT_1190_700_663,29.27026888040465,0.4447661,0.444317,0.4356432,55.74372448185561,1.3149694069745985,0.25864387,0.05722424,0.45436534
PAT_1197_713_520,22.365874236836397,0.64342743,0.4076215,0.28425696,81.69059944919887,1.417588102781628,0.05720054,0.5659625,0.64342743
PAT_119_181_684,16.647572461042873,0.54262877,0.3599863,0.361307,103.99619424114589,0.45447522673214275,0.5549767,0.36821747,0.54262877
PAT_1202_722_827,9.777815506078191,0.6240571,0.43838984,0.3064931,116.20734288448767,0.23566495199276885,0.0688186,0.5221593,0.6240571
PAT_1203_724_762,9.5518018078038,0.8345352,0.6721016,0.53912103,75.28020061884696,0.09078112699068135,0.074963644,0.3577046,0.83453536
PAT_1208_736_599,8.980055317433438,0.28349745,0.18723269,0.1299046,61.774161328421684,0.164930874978108,0.076973334,0.57179433,0.28352198
PAT_1209_737_590,38.54597532876972,0.57420564,0.33502316,0.2887612,95.40811902210396,2.0519023267491923,0.080478095,0.51724094,0.57420564
PAT_120_183_623,8.73221869198637,0.6987955,0.46827874,0.49221554,119.39350184341889,0.09535937888233342,0.722439,0.3482088,0.6987955
PAT_1210_738_915,36.32701741135136,0.59435433,0.34980485,0.27901092,69.16507912234812,,0.040258206,0.5389074,0.59435433
PAT_1215_752_707,12.075174314357696,0.5935968,0.3899842,0.26310697,155.61646120720914,,0.06387175,0.5840891,0.59359795
PAT_1216_759_542,8.837452957524576,0.46379158,0.28416607,0.21055539,111.33241894541554,0.12640694820655238,0.05869178,0.56635535,0.46382496
PAT_1216_760_593,36.4473513504717,0.6533469,0.4184939,0.32040808,54.948930886354255,1.6580026732179671,0.049714465,0.5183906,0.6533469
PAT_1217_762_198,9.114780638311089,0.5016894,0.25429857,0.15614165,58.02842273764692,0.1775501035906487,0.04700166,0.70074266,0.5016894
PAT_121_184_502,8.334092072156118,0.89212495,0.48878,0.32195613,79.1129745961495,0.1657541033655448,0.049344055,0.6431527,0.89212495
PAT_1220_765_464,14.726528071710232,0.61620414,0.39199135,0.263488,101.13672473451878,0.27214563328460606,0.058709305,0.57221955,0.61620414
PAT_1221_766_430,15.581794739004106,0.77024686,0.57523704,0.4683065,78.76875008886583,0.2824552422208538,0.059210148,0.39487338,0.77024686
PAT_1222_767_519,10.406290314086048,0.8012437,0.61879134,0.5371042,61.92088197059732,0.27513014805493313,0.052710507,0.33206975,0.8012437
PAT_1223_770_120,8.22658846435479,0.59722745,0.37421837,0.271179,35.334611928624135,0.06207507386903411,0.052365344,0.5496914,0.59722745
PAT_1229_794_274,11.688441760225093,0.8908812,0.6206734,0.22371267,45.80149559532335,0.35135548683175966,0.0989877,0.75049764,0.8908812
PAT_122_185_957,9.160101619934613,0.61162776,0.39177448,0.355221,73.20731788639799,0.26088919781883485,0.09352015,0.43677306,0.61162776
PAT_122_869_60,17.247925738623998,0.5618995,0.26043668,0.27966127,113.62231205342441,1.5902171214563543,0.8435568,0.55073506,0.5618995
PAT_123_186_718,8.51931934965307,0.76788086,0.5597478,0.5766059,94.3358002029034,0.16194070867007432,0.6242397,0.3047633,0.76788086
PAT_123_187_164,10.009253041695377,0.726723,0.41832674,0.3811517,157.75397568334898,0.28154874760282134,0.08618478,0.4925693,0.726723
PAT_1241_824_82,8.357849641020264,0.7906268,0.5798592,0.46994144,32.626947092605754,0.049887684827741946,0.056842316,0.40687925,0.7906268
PAT_1243_836_47,8.85452530186455,0.5134317,0.3126955,0.24842975,43.03486873543996,0.22773191700480103,0.040261123,0.52278125,0.5134317
PAT_1243_837_806,9.533406184063494,0.5172708,0.38702515,0.37410963,64.29195964616731,0.2869062979469217,0.28265512,0.29308537,0.5173033
PAT_1244_840_975,8.934113782756533,0.70017564,0.5387072,0.4918829,64.76280999128366,0.2880928418921591,0.08407214,0.30770424,0.7002518
PAT_1245_844_471,10.571818759584449,0.6595944,0.4371093,0.37581775,148.34628031667475,0.1855975550899559,0.034490474,0.4333143,0.6595944
PAT_1245_845_32,10.740465533881355,0.5465496,0.3553852,0.26473543,92.94034762601322,0.2592490540889701,0.082377136,0.52224594,0.5465496
PAT_1246_846_899,58.55747344406303,0.5131475,0.48620105,0.5221175,98.55520233320755,1.9459483599635172,0.7612197,0.099694245,0.53464043
PAT_1247_852_178,8.666028131477272,0.5119885,0.44034916,0.47313112,31.52764848626881,0.1979012225532284,0.9141122,0.1405434,0.5120063
PAT_1249_861_810,15.01676517984321,0.5009661,0.36863726,0.29735276,82.24672342918342,0.6882983290818764,0.058518503,0.41587955,0.5009661
PAT_1249_862_658,8.494265976998998,0.3368572,0.26813173,0.21064425,57.35663913279495,0.2482470560816179,0.075215645,0.38408202,0.33685982
PAT_1252_866_852,8.9515153977267,0.5650785,0.39434308,0.29389912,57.54641863847456,0.1864958391144834,0.06140251,0.48812902,0.5650785
PAT_1255_876_939,13.034200864931723,0.5987143,0.5099182,0.4642848,70.09554560367098,0.28102173235692673,0.06048662,0.22915955,0.59884596
PAT_1256_879_199,8.34509490663748,0.5199213,0.4178762,0.39186007,84.81886956627673,0.045924905786400405,0.03528784,0.25532624,0.5199213
PAT_1257_887_828,11.063572227598565,0.5192693,0.45082617,0.34190592,29.25728824322257,0.09103223357093672,0.10283256,0.34267846,0.5192693
PAT_1259_892_793,10.299810558658999,0.70347315,0.5915488,0.5650852,59.035453280563324,0.41235039785210265,0.08163245,0.19901995,0.70347315
PAT_1260_894_63,9.507042245230243,0.6531465,0.44924152,0.39835024,52.850759900887574,0.13017386597623382,0.03272834,0.3920963,0.6531465
PAT_1261_896_349,28.5542262510998,0.34874228,0.24877915,0.22185026,38.87377673341805,1.392524996557496,0.035307594,0.36265725,0.34874228
PAT_1264_907_674,8.549704450739515,0.50897527,0.40782133,0.35552502,68.37218898283066,0.1324081300852121,0.05768973,0.30498376,0.50897527
PAT_1265_908_754,9.049921652864175,0.63492745,0.49510273,0.48622662,48.471401494628395,0.0647475845820174,0.20158128,0.23930046,0.63492745
PAT_1267_912_371,8.424070690412515,0.8746463,0.72666526,0.6338072,96.51245469001833,0.1021126956400215,0.06644175,0.2793181,0.87464637
PAT_1269_936_965,8.519789270192794,0.7810562,0.48935756,0.26318792,37.10772208864626,0.19602325998346967,0.07194748,0.6652451,0.7810562
PAT_126_190_376,9.646528683654,0.56913936,0.3486706,0.37486315,53.49772814575796,0.21814965661391372,0.863139,0.3936275,0.56913936
PAT_126_191_304,9.213876078436442,0.55331886,0.41713876,0.41757756,95.41031844447949,0.132194749558518,0.47255582,0.27237898,0.5533517
PAT_1273_952_89,9.333184790579178,0.38955045,0.34371734,0.3369044,46.867221928080674,0.21508575163407842,0.30073836,0.15425493,0.39081198
PAT_1273_953_510,8.793642202570787,0.58973795,0.44243494,0.36053583,57.203724684367785,0.0509358725617948,0.06136661,0.40283248,0.58973795
PAT_1274_954_677,30.95540239010964,0.75904524,0.57970786,0.55094165,100.76422278364612,1.2882516092410683,0.20101017,0.28504524,0.75904524
PAT_1275_955_131,9.387714112307936,0.8153295,0.5614055,0.4978995,100.97693941974872,0.17076749083094467,0.046342574,0.3981499,0.8153295
PAT_1276_957_406,8.90344404425667,0.5361802,0.35470954,0.2426958,111.06288121008345,0.2364005546231697,0.06362697,0.56122404,0.5361802
PAT_1277_964_152,9.733621807292113,0.64823127,0.6389431,0.62046653,113.53303478025441,0.4112551253776821,0.22027045,0.06018548,0.65384686
PAT_1277_964_77,12.819225973504102,0.6400996,0.59630376,0.58539814,105.1083919775284,0.27512564831671527,0.29230797,0.098388076,0.6415996
PAT_1278_965_701,11.202108051407397,0.665636,0.59631217,0.5551486,90.6819285702881,0.3945170147478707,0.067270234,0.16909388,0.66563636
PAT_1278_966_295,11.325051467710374,0.6338009,0.4783001,0.46582088,57.77945604678705,0.2635490003500434,0.15835954,0.26876748,0.6338009
PAT_1278_967_599,8.282713468712899,0.7322347,0.66042084,0.6662859,94.90479377107195,0.12557927407217517,0.48545986,0.116288565,0.73244214
PAT_1280_972_605,18.320398069113146,0.6770585,0.5419445,0.48728332,150.14768198322298,0.37585928529271156,0.059752014,0.29218304,0.6770585
PAT_1280_972_727,17.686104024673114,0.73657537,0.6007999,0.5441835,126.87674813778546,0.5812394792254206,0.049688686,0.26880926,0.73657537
PAT_1282_978_328,13.083995937366426,0.654348,0.43497783,0.3913253,103.98022513639864,0.7240897073948261,0.034458116,0.41440266,0.654348
PAT_1284_995_150,22.180651619487012,0.75620097,0.71475714,0.6525384,96.85390755119347,1.085242157948686,0.10139867,0.14005469,0.7562431
PAT_1286_1000_276,9.75676454224201,0.5775568,0.57777,0.51899356,118.55735485905896,0.11959023661506418,0.18305764,0.11871542,0.58525336
PAT_1286_1000_517,9.295217971430674,0.6543743,0.648943,0.5570224,115.3647628086381,0.12097725087639599,0.16320504,0.15972416,0.65863883
PAT_1286_999_824,8.69839231204322,0.36683497,0.39568076,0.3964506,61.0854648315317,0.15494766946428798,0.43142667,0.14923127,0.41234964
PAT_1286_999_846,9.354621024692936,0.33037868,0.3451273,0.333364,41.82186030545303,0.2262773938863598,0.37253392,0.0937855,0.35053515
PAT_1288_1003_553,8.878559533961896,0.41758063,0.33610287,0.33546308,54.703692464300815,0.14130290429276807,0.3988782,0.21354693,0.41758063
PAT_1288_1003_969,9.014694475490932,0.422384,0.34018147,0.3346457,59.28084156692678,0.13035162069165748,0.3118108,0.2187093,0.422384
PAT_128_194_144,8.07442747894733,0.64484954,0.64820164,0.623784,119.6491047777862,0.10112019273808255,0.4769825,0.13348761,0.6894536
PAT_1296_1038_1,12.60094284553616,0.57134455,0.44185004,0.42704085,68.47845248249271,0.35677006306401954,0.1598132,0.2583001,0.57134455
